BIOGRID_ID	IDENTIFIER_VALUE
120365	Q4G0X9
120366	Q96EY7
120367	Q9BXL8
120368	Q53H54
120369	Q9H201
115544	Q8IYB3
120371	A5D8V6
120372	Q96EN9
115551	O15439
120375	Q676U5
120376	Q9H900
120379	Q5VX71
120380	Q5MNZ9
120381	Q9H0M4
120382	Q8N4H0
120383	Q9NWF4
115561	O43823
115564	Q8WVM7
120386	Q9NWD8
120387	Q7L5Y6
120388	Q8IXQ3
120391	Q8N573
115576	P49795
120394	Q8TBJ5
115583	O14874
120396	Q9NWB7
120397	Q9NWB6
120398	Q2KJY2
120399	A7XYQ1
120400	Q6NSI4
120402	Q969I6
120403	Q9NWA0
115584	Q7L5Y9
115586	O96013
120406	Q9BRR8
120407	Q5PRF9
120408	Q6P2I7
120411	Q9NW81
120412	Q96BY7
115587	O60337
115597	Q13488
120418	Q9NW68
120419	Q8N302
120422	Q8WVS4
120423	Q9H6D3
115602	Q15025
115603	Q9Y6N6
120427	Q9NQ79
115604	Q13422
115606	Q6GMV2
120430	Q53H80
120431	Q8TC59
115608	Q5VZM2
120433	Q9H583
120436	Q5T2S8
115611	O43402
115624	Q92734
115629	Q8IZY2
120441	Q5HY92
120442	Q86YD7
120443	Q9H8Y5
115642	Q9P0W2
120446	Q53HL2
115643	Q9NP66
120448	Q9NVV9
120449	Q9NPG8
120451	Q8N806
120452	Q9NVV4
120453	Q9NVV2
115653	O95861
115658	Q8WVV5
115661	Q9UQR0
115665	Q9UM13
115667	Q96QB1
115668	Q9Y2Q0
120461	Q9HCE6
120462	P57088
115669	Q92597
115683	O95478
120467	Q9HCI7
120468	Q9NVS2
120469	Q96LA8
120470	Q9NVR7
120471	Q9NVR5
120472	P82664
120474	Q9NVR0
120475	Q9H9S3
120476	Q96TC7
120477	Q9HC36
120479	Q8NG48
120480	Q8ND04
115694	O95376
120483	Q9NVP4
120484	Q96CQ1
120485	Q5THJ4
120486	Q9NVN3
120487	Q96G61
120488	Q6IA69
115695	Q96CW5
115696	O95487
120491	Q9NVM1
120492	Q9NVL8
115697	Q9UEE9
115701	O75608
115703	Q92979
120496	Q9NVL1
120497	Q3KR16
120499	Q8N0V4
120500	Q9H4A5
115708	Q92802
120503	Q9NVJ2
120504	Q6PH85
120505	Q9C0A6
115709	Q7Z7L7
120507	Q7L190
115710	Q96EZ8
115712	Q92520
120512	Q6ZUT1
115715	Q9UKW4
115720	Q14956
120516	Q8IYD2
115721	Q9UQB8
120519	Q9NVF9
120520	Q9HCJ3
120521	Q9H0A0
115722	Q9UI95
120525	Q9NVE5
120526	Q9NVE4
115724	Q12866
120528	Q2TAY7
120530	Q9H8Y1
120531	Q9NVC3
115727	Q8WXW3
120534	Q96J84
120535	Q96FL8
120536	Q9NVA1
115728	O43447
115730	O43257
115736	O00479
120540	Q9H869
115738	O00635
115740	Q969T4
120542	Q9NV79
115743	Q7L2H7
115746	Q15437
120548	Q9NV56
120549	Q86YJ6
120550	Q6TDU7
120551	Q96AN5
120552	Q8WVR3
120555	Q96HH6
120556	Q9NV39
120557	Q86YB7
115747	Q15436
120559	Q9NV35
120560	Q9NV31
115749	P40123
115750	Q01518
115752	Q15345
120565	Q96C11
120566	Q9H0R6
120567	Q8IZM8
120569	Q9NV12
120570	Q1X8D7
120572	Q96B02
120573	Q96IZ5
120574	Q8IY42
120575	Q8WWA1
115755	O60506
120577	Q9NUZ1
120578	Q9HAW0
115757	O00506
115760	Q86X55
115761	Q15596
120581	Q969H0
115769	Q92624
115780	Q9Y4L1
115781	O15397
120586	Q8TDN6
120587	Q8TCG2
120588	Q9NV23
120589	Q9NUV9
120590	Q9NUV7
120593	Q8N0Y2
120594	Q969G6
120595	Q9BRF8
120596	Q7Z5S9
120597	Q9BZD2
120598	Q9HA92
120599	Q9NUS5
120600	Q96EY4
115786	Q5JRX3
120602	Q9NUR3
120604	Q9BRS8
120606	Q9NUQ7
120608	Q9NUP9
120609	Q5VYX0
120610	Q8NEH6
120611	Q9NUP1
120612	Q9NUN7
120613	Q8N682
120614	P57105
120615	Q9NUM3
120616	Q9BS92
120617	Q96CD0
120618	Q9NUL5
115787	O95352
120621	Q96F15
115793	O76003
115794	Q13561
120624	Q96A29
115800	Q13162
115807	P78346
115808	P78345
120629	Q8NE62
120630	Q9NY84
120631	Q9NY57
120632	Q9NQ92
120633	Q86VI4
115811	O60779
120636	Q8IZD6
115812	Q8TCB0
120639	Q9BTU6
115816	Q9Y6D6
115820	O95391
120641	Q9BXL5
120643	Q96HP8
120644	Q9BXB1
120645	Q9HB75
120647	Q96DC7
120649	Q96AG4
115823	O15304
120663	Q9NQX6
115824	Q13084
120666	Q5VVQ6
120668	Q9C0K7
120671	Q7Z7J9
120672	Q8N6G5
120675	Q8WW22
115834	Q9Y6A1
115841	O95347
120682	Q96HZ4
120683	Q9H1D0
120684	Q9NS68
120685	Q9NPE3
120686	Q9P0M6
120687	Q9NZD1
120688	Q7Z769
120689	Q9NR55
120690	Q9NXZ2
120691	Q9NXZ1
120692	Q9NY59
120693	Q96FT7
120694	Q9H777
120695	Q9NQ86
120698	Q96HY7
120699	Q9BSK4
115846	O95433
120701	Q8N4V2
120703	Q6XR72
120704	Q96JK9
120705	Q96GN5
120708	Q9NRM6
120710	Q9H0Z9
115848	Q9Y5T5
120714	P35712
115851	Q9H074
115854	Q14582
120718	Q99871
120720	O75541
120722	Q8TD57
120723	Q86SR1
120724	Q9UKZ1
115857	Q96HC4
115858	O75382
120727	Q8WWQ8
120729	Q8NEM7
120730	Q86VH2
120731	Q9UGM1
120732	Q7Z7E8
120733	Q9UGB7
120735	Q9NSY1
115862	Q9BYM8
115863	O95630
115866	Q9H1D9
120740	Q96LT9
120741	Q8WWA0
120744	Q96IP4
115869	Q9Y6Y0
115873	Q9Y6J9
115885	Q8WTW4
115886	Q9NZI8
120748	Q9NXR5
120749	Q8ND82
120751	Q96FW1
120752	Q9BQL6
120753	Q96EF0
120754	Q96L93
120755	P85299
120756	Q8TDY4
120757	Q9H6P5
115887	O00425
120759	Q9UGK3
115888	Q9Y6M1
115894	O75431
115895	O15498
120763	Q8WZA1
120764	Q9NXF8
120769	Q6P5W5
120772	Q9NU19
120773	Q5JUW0
120774	Q5TB30
115901	Q92879
120776	Q9NX95
120777	Q9UPI3
120779	Q9NPF4
120781	Q9NX57
120782	Q9NUD9
120783	Q9NX24
120784	Q6P1K1
120786	O75204
120787	Q9NX02
120789	Q9BU19
120790	Q9BV68
120791	Q9BWM5
115902	O95319
120795	Q9NWS9
120796	Q7L3B6
120797	Q8TCY9
115908	Q15762
115910	Q99675
115914	Q14344
115918	O75366
120802	Q7Z412
120803	Q6IN85
120804	Q3BBV0
115919	Q9NY97
115930	Q9Y692
120808	Q7Z4I7
115932	Q92526
120810	Q6P3W7
120811	Q9P2N6
120812	Q3YEC7
120813	Q8N565
115940	Q15054
115943	Q9Y6B7
115947	Q9Y666
115952	Q15185
120819	Q6B0I6
120820	Q96P11
120821	Q9NW64
120822	Q08AM6
120823	Q96JH8
120824	Q9NSE4
120825	Q3KQU3
120827	Q9BW85
115954	Q96TA2
120829	Q3V6T2
120830	Q96P70
115958	Q8N3U4
120832	Q9NVZ3
115965	Q9Y5P3
120835	Q9HCZ1
120837	Q8TEW6
120838	Q6UX01
120840	Q9NVU0
120841	Q8IX21
120842	Q2NL82
120843	Q4KMZ1
115978	O14908
120845	Q9NVP2
115981	Q9HBJ0
115986	Q9Y450
120850	Q8WU58
120852	Q5VTY9
120853	Q9NTW7
120853	Q9NPA5
115994	P56211
120857	Q8IW45
120859	Q9BV94
120860	Q9NVD7
120861	Q96EP1
115995	Q9UBL0
120864	Q8WUM0
115998	Q14584
120867	Q8IX12
120869	Q9NVA4
116000	Q9HC98
120871	Q9ULD0
120872	Q9NV96
116004	Q13576
116008	Q14593
120875	Q9NYU1
116009	Q14592
116013	O75818
116021	Q96C92
116024	Q9UPY6
120883	Q3KP66
120884	Q9BTM1
116026	Q9BVJ6
120886	P51522
120888	Q96HE9
116055	Q9BSJ2
120891	Q9NPB0
120892	Q9P267
120893	A8K0R7
120894	Q96MT7
120895	Q5T6L9
116056	O76031
120898	Q6DN12
120899	Q6ZV73
116067	Q9Y230
116074	Q03989
116076	O75954
120903	Q8WUY9
120904	Q8TDX6
120907	Q9NUL7
116078	O94966
120909	Q9NUK0
120910	Q6P1Q9
120911	Q8IZS8
120912	Q9NY72
120913	Q9NPH9
120914	Q9NPI6
120915	Q9NPF8
120916	Q9P2M1
120917	O43593
120918	Q9NSC7
116081	Q16798
116098	Q9UDY8
116103	O95070
120920	Q9P0K8
120921	Q96PN6
120922	Q9P0W8
120924	A6H8Y1
120925	Q2TAA8
120926	Q9P104
120929	Q8N6M5
116108	Q9H0E9
120931	Q9NWQ8
120932	Q9BY49
116113	P83876
120934	Q9BQE4
116115	Q9Y2Z0
116119	P51003
120936	Q9P0I2
120938	Q5T6F2
120939	Q9HC77
116120	O14776
120943	Q96CJ1
120944	Q9ULE0
120947	Q8WUW1
120948	Q969R8
116123	Q96KQ7
120950	Q9HBL7
120952	Q9NZ43
120953	Q9NZ42
120954	Q8IWB9
120958	Q9NPJ3
120959	Q2M2Z5
116125	Q15287
120961	Q9HBH7
120963	Q9BQY9
116126	Q14296
120965	Q8IUX1
120967	Q9NSA0
116134	Q9UBU8
120969	Q9NR48
116138	Q9H4M9
120971	Q96KB5
120972	Q8TAX9
120973	Q9UN88
120976	Q9NYS7
120977	Q8TAP4
120978	Q9P0L1
120981	Q9Y5L5
116143	Q8N5Y2
120983	Q9H8N7
120984	P81534
120985	Q9BRJ9
116144	O00193
116146	Q12874
120987	Q9NR11
120988	Q9NS62
116147	P53677
116150	Q14201
120990	Q8IZD2
120991	Q9Y508
120992	Q9NQZ6
120993	Q8NFW8
120994	Q6UXH0
120996	Q0VD83
116153	Q15785
116158	Q15363
120998	Q9NS86
116160	P30040
116165	Q12829
121001	Q9P258
116170	Q8N3C0
121003	Q9NTI7
116179	Q14094
116184	P50579
121006	O95445
121007	Q9UDW3
121008	Q96GY3
121009	Q9P2J3
116185	Q16891
116188	Q13435
121012	Q9UKB5
121013	Q9UI09
116190	A1L0T0
121015	Q9BUV8
116193	Q5K4L6
121017	Q9UHR4
121018	Q8TBP6
121020	Q9BRV3
116195	Q99661
121022	P0CG37
121023	Q9H1B4
121025	Q9H4D5
121026	Q9GZY0
121028	Q969H8
121031	Q9HBU1
121032	Q9NRA1
121035	Q9C0H6
121036	Q8WY98
121037	Q9Y5F6
121038	Q9Y5F7
121039	Q9Y5F8
121040	Q9Y5F9
121041	Q9Y5G0
121042	Q9Y5G1
121043	Q9Y5G2
121044	Q9Y5G3
121045	Q9Y5H2
121046	Q9Y5H3
121047	Q9Y5G4
121048	Q9Y5G6
121049	Q9Y5G7
121050	Q9Y5G8
121051	Q9Y5G9
121052	Q9Y5H0
121053	Q9Y5H1
121054	Q9Y5H4
121061	Q9Y5E8
121062	Q9Y5E9
121063	Q9Y5F0
121064	Q9Y5F1
121065	Q9Y5F2
121066	Q9UN67
121067	Q9Y5E1
121068	Q9UN66
121069	Q9Y5E2
121070	Q9Y5E3
121071	Q9Y5E5
121072	Q9Y5E6
121073	Q9Y5E7
121074	Q9Y5I4
121075	Q9H158
121076	Q9Y5I0
121077	Q9UN75
121078	Q9Y5I1
121079	Q9Y5I2
121080	Q9Y5H6
121081	Q9UN72
121082	Q9UN73
121083	Q9Y5H7
121084	Q9UN74
121085	Q9Y5H8
121086	Q9Y5H9
121087	Q9Y5I3
121088	Q9BXT5
121089	Q8IWB6
121090	Q9BXU2
121091	Q9BXU3
121092	Q9BXU0
121093	Q8IYF3
121094	Q96MG7
121096	Q9BXT8
121097	Q9BXU1
121098	Q9BXT4
121101	Q9BYG8
121105	Q9UJG1
121106	Q9H019
121107	Q0VAK6
116202	Q9UBX7
121109	Q9UGT4
116206	P17544
116235	Q16186
121112	Q9UIR0
121113	Q9NYP8
121114	Q8TCY5
121118	O95727
121120	Q9H1E5
121121	Q9NUC0
121124	Q96CB5
121125	Q9NPB8
116244	O00308
121127	Q96SM3
121128	Q6YP21
121129	Q6NXR0
121131	Q9NWD9
121133	Q9NS71
116255	O95147
116262	O15258
116263	Q9UDY4
121135	Q9NZH8
121136	Q9NS82
121137	Q9NQA5
121138	Q92527
116266	Q9BTC0
121142	Q9NP86
121143	Q9NPC1
121145	Q9NS64
121147	Q9NRJ3
116275	Q9UGQ2
116277	Q9UNA0
116278	O15504
121149	Q9NR82
121150	Q9UKB3
121151	Q9NRE1
121152	Q9NS84
121153	Q9NR63
121155	Q86YB8
121157	Q9NR28
121160	Q9NR71
121161	Q9P287
121162	Q9GZV4
116281	Q9BUJ2
116285	O75449
116289	P31937
121164	Q9NY35
121167	Q9NQX5
121168	Q9NR33
121169	Q9NQN1
121170	Q9HCM9
121171	Q9HB14
121172	Q9HB15
121176	Q96RD6
121177	Q9H3R2
121179	Q9BXA5
116290	O14578
121181	Q9NQ32
121182	Q9NQ34
121183	Q9NQ35
121184	Q9NQ33
121186	Q9NR31
121187	P57076
121192	Q9HD89
121193	Q9NR83
121195	Q9BZE3
121199	Q9NZ56
121205	Q9P0W0
121206	Q9P0V8
121207	Q96N19
121208	Q9NRA0
121209	Q9BRU2
116293	P78410
121211	Q9NPA0
121213	Q9BZC1
121216	Q8N475
116296	O14522
116298	Q9UNN5
116300	Q9Y496
121220	Q8TC05
121221	Q8TCE9
121222	Q9NR00
116303	O95229
116308	Q00587
116311	O95759
121226	Q9BPU6
116312	Q16543
116315	O95251
116318	Q92990
116328	P62312
121231	Q9NRX3
121233	Q9NRJ5
121234	Q9NR46
121235	Q6ZRI6
121236	Q9P2Z0
121237	Q08AE8
116329	Q9UNT1
121239	P57077
121240	Q9NQC8
121242	Q9NRC9
121243	Q9NQT4
121245	Q99687
121246	Q53S99
121248	Q9NS98
121250	Q9GZQ4
121251	Q9NQU5
121252	Q9BS40
121255	Q8TCT7
116330	Q9UBK7
121259	Q9NS85
121260	Q9NRQ5
121261	Q9NQR7
121262	Q969W9
121263	Q8WYA1
121264	Q9NRW4
116335	Q9UKK9
116340	O75717
121267	Q9NPA8
121268	Q9NRN5
116347	Q9NRL2
116350	Q9NNW5
116353	Q9Y4K4
121273	Q9HCS7
121274	Q9NRG4
121275	Q8NC54
121276	Q9NRG1
121277	Q9NPB1
121278	Q9NQR4
121279	Q9NQ76
121280	Q9NQ69
116356	Q9NS23
121283	Q96IW2
121284	Q96B86
121285	Q6P2C0
121286	Q2NL67
121289	Q14CW9
121290	Q7Z692
121294	Q8IXL6
121295	Q9P2F5
121296	Q9NQV8
121297	Q9NQV7
121298	Q9NQV6
121299	Q9NQV5
121300	Q8NBL1
121301	Q969U7
121302	Q3LIE5
116358	Q9Y2I1
116360	Q9BV73
116367	Q9Y5B9
116368	Q9UJ72
121308	Q9NS69
116370	Q9UNA4
116399	Q9UPZ3
121314	Q9P2N4
121316	Q9NRP4
121317	Q9NRH1
121318	Q96A33
121324	P57796
116400	Q9BUL8
121326	O75208
121327	Q9UK58
116402	Q9Y225
121330	Q96GD0
121331	Q9P2U7
121332	Q9BUV0
121338	Q9GZX9
121340	Q9NRY7
121341	Q9NRY6
121342	Q9NQZ2
121345	Q9GZZ6
121346	Q9NR90
121347	Q13117
121349	Q9UMR3
116414	Q9UKM7
116420	O43592
116421	Q99653
121353	Q9GZR7
121355	Q9P2U8
121356	Q6RW13
121357	Q9NRQ2
121358	Q9NQZ7
121359	Q9NQ75
121361	P0CI25
121362	Q8N4T0
116422	Q13342
121364	Q96KN7
121365	Q9NR21
116425	Q96H20
121367	Q9NQ90
121369	Q9NQ88
121371	Q9NS75
121372	Q8WUY8
121373	Q86YH6
121375	Q9GZR2
121377	P57735
121378	Q9HCX4
121379	Q96LB8
121380	Q8IW36
121381	Q96CB8
121382	Q8IU85
121383	O95925
121384	Q9HD26
121385	Q9H1C0
116427	Q8IXM6
121387	Q9HCU0
121388	Q8IUK5
121389	Q8N6Q3
121390	Q9H310
121392	Q9HD33
121393	Q9HD20
121394	Q7LBR1
121395	Q9NR34
121396	Q86SG3
121397	Q9HDC9
121398	Q3MIN7
121399	Q9HAU8
121401	Q86TW2
121402	Q9P286
116429	Q8WWM7
121406	O43325
121407	Q96KF7
121408	O75951
121409	P55000
121410	Q8IWA5
121412	Q9P1W3
121413	Q8N3S3
121414	Q9BR39
121415	Q9BYV2
116435	O95600
116439	P98187
121419	Q5T442
121420	Q9UJQ4
121421	Q6ICH7
121423	Q86YN1
121424	Q96NX5
121425	Q9BR76
121426	Q5ST30
116441	Q9UBV7
121428	Q96A73
116443	Q9NRW7
116444	O95372
121431	Q9ULJ7
121433	Q5XKK7
121434	Q6P499
121435	Q2PPJ7
116447	O14579
116448	Q9UBG7
121437	P82987
121438	A4D1U4
121439	Q9NZV5
121440	Q9GZP7
121441	Q9GZU1
116453	Q7Z403
116454	Q86XP3
121447	Q8NDW4
121448	Q5BKX6
116456	O95302
121452	Q8WUJ3
121453	Q96EK4
116464	O60645
116466	P26368
121457	Q5TH69
116470	O43567
116474	Q8N3V7
121460	Q5SYE7
121461	Q9NU23
121462	Q0VAQ4
121464	Q2M218
121479	Q8N109
121485	Q9H8E8
116485	Q9UKS7
121487	Q9HC52
116495	P61923
121489	Q9HBT8
121490	Q9HBT7
121491	Q9BQF6
121492	Q8WXH2
121493	Q9HCX3
121494	Q9H313
121496	Q9UKL4
121497	Q9GZX7
121498	Q9HD23
121499	Q9H4E5
121500	Q9HBJ8
121501	Q9HAZ1
116496	Q9Y678
121505	Q9UL26
121506	Q6UW02
116497	Q14644
121510	Q9HBL6
121511	A9UHW6
116502	Q9UHX1
121513	Q9HBK9
121514	P33765
121514	Q6P2N6
116506	Q5TB80
121516	Q9HBI5
121518	Q9HC58
121520	Q9UN36
116512	Q7L0R7
116522	Q6IQ32
116524	Q8IWU2
121522	O94827
121524	Q8N428
121525	Q8TD84
121526	Q8N1G1
121527	Q96AT1
121528	Q9ULS5
121529	Q8WXI9
121531	Q9ULR0
116528	O94910
121533	Q86WK6
116539	O94979
121537	Q9HCP6
121539	Q9ULN7
121540	Q8N1G4
121541	Q8TAM6
116547	Q9Y6X9
121544	Q9ULM2
121545	Q9ULM0
121546	Q3KR37
121547	Q9ULL8
121548	Q70CQ4
121550	Q9ULL1
121551	Q9ULL0
121552	Q6ZU35
121553	Q9ULK6
121556	A0FGR8
116548	Q9Y2G4
121558	A9YTQ3
116556	Q9Y2K1
121560	Q9ULI3
116558	Q8TBE0
116559	Q9Y2L1
121562	Q9ULI1
121563	Q9ULH7
121564	Q9ULH4
121565	Q9ULH0
121566	Q9ULG3
121567	Q8N0W4
121570	Q7Z434
116561	Q9UPV0
116562	A2RUS2
121574	Q9HAV4
116567	Q9Y2F9
121577	Q8WXE0
121578	Q2M1Z3
121579	Q9NRX5
121580	Q9P2P6
121582	Q8N122
121583	Q7Z6B7
121585	Q8WXD9
121586	Q8TAB3
121588	Q8NET4
121589	Q9P2M7
121590	Q8IYU2
121591	Q7Z417
121592	Q9P2M4
121594	Q6UXG2
121595	Q86T90
121596	Q96PQ0
121597	Q96L96
116575	Q9UKM9
121599	Q9P2K9
121600	Q8TD17
121602	Q9P2K2
116578	P52298
116581	Q15691
116582	Q92845
121605	Q9P2J8
121606	Q9P2J2
116584	Q9UPY8
121608	Q6PIU2
121609	Q7RTP6
121611	Q8NFZ4
121612	Q9H2E6
121613	Q9P2H5
121614	Q96FJ0
121615	Q9P2H3
121616	Q96B67
121617	Q9P2H0
121618	Q9P2G9
121619	Q9P2G3
121620	Q9P2F9
116586	P18850
116587	Q5JVS0
121622	Q9P2F6
121624	A5YM72
116590	Q15042
121626	Q9BX82
121627	Q9P2E8
121628	Q9P2E7
116593	Q8IXJ6
121630	Q8NCU4
121631	Q9P2D8
116595	O00472
116596	Q12770
116597	Q13573
121634	Q5JUK3
121635	Q9P2C4
121636	Q5T5U3
121637	Q96RY5
121638	Q7L8C5
116600	O60870
116603	P48643
121641	Q8IWB7
116604	Q14914
116608	Q13049
121643	Q8N1G0
121644	Q9BQW3
121645	Q8IX15
121646	Q76G19
121648	Q9P281
116624	Q9ULW0
121650	Q9P278
121652	Q9P272
121653	Q9BZ72
121654	Q9P270
121655	Q9P266
121658	Q6UXK2
116627	P49902
121662	Q9P255
121663	Q63HK5
116628	Q9Y2G0
121665	Q8TF72
121666	Q9P246
121667	Q8N680
121668	Q9P244
121669	Q9P243
121670	Q9P242
121672	Q8N608
121673	Q7Z6J0
121674	Q5VUJ6
121675	Q6UXK5
121676	Q96L91
121678	Q8IYE0
121679	Q9P218
121680	Q9P217
116629	Q9BQ70
116630	Q9Y2I6
116631	Q9Y2E4
121685	Q9P206
116633	Q14690
121689	Q2YD98
121691	Q9P1Z3
116636	Q496J9
116637	Q9Y2K3
121693	Q9P1Z0
121695	Q9P1Y5
121696	Q9HBJ7
121697	Q9H4M7
121698	Q9HBH5
116639	Q9Y2K7
116641	Q9UPN4
116642	O94986
116647	Q8IZQ1
121706	Q9HCL3
121707	Q9HCL2
116651	Q4KWH8
121709	Q9HCK8
116656	O94952
121711	Q9HCK0
121712	Q5VU97
121713	Q9HCJ6
121714	Q9HCJ5
121715	Q9HCJ2
121716	Q9HCJ0
121717	Q9HCI6
121718	Q9HCI5
121719	Q96PQ6
116658	Q15024
116661	O75643
116662	Q8WX93
121725	Q5W0V3
121727	Q9HCG8
121728	Q9HCG7
116663	O94876
116667	O60341
121732	Q8N108
121733	Q8TBB6
121734	Q5VZ46
116668	P42696
121736	Q5VUG0
121738	Q9NTN9
121739	Q9BXM0
121740	Q9NRJ7
121741	Q6NUP7
121742	Q9HCE9
116669	O94953
121745	Q8TDY8
121747	Q9HCD5
121750	Q8N2N9
121753	Q9H227
121754	Q9NQ36
121756	Q96RU7
121758	Q9H9E1
121759	Q9NYW8
121760	Q96L34
121767	Q8IWZ8
121770	Q8WUU5
121771	Q96S21
121772	Q9HCC6
121774	Q9HCU8
116681	Q6P996
121776	P81172
121777	Q9NQR9
121778	Q9Y333
121779	Q9NPC3
121780	Q5TID7
121781	Q8TE85
116685	Q9NTI5
121783	O97980
121786	O95873
121787	Q6ZRH7
121788	Q12836
121789	O75690
121790	Q9HBI6
121791	Q9BY07
121792	Q86VK4
121793	Q8N126
121794	Q9BY10
116686	Q96RU3
121798	Q9NPG2
121799	Q9HD90
121800	Q86UQ8
121803	Q9HC57
121804	Q9GZU7
121805	Q9H2A7
121806	Q9Y6N5
121807	Q9UF11
121808	Q9GZW8
121809	Q8IXH6
121810	Q9Y5M8
121811	Q9UHY7
121812	Q7L0Q8
116687	Q96Q15
121815	Q9Y5R8
121816	Q49AG3
116695	O15014
121818	Q9UKL6
121819	Q6PCB6
116697	Q9UJY4
121821	Q9NQZ8
116699	Q7Z333
121824	P57087
121825	Q9BRP0
121826	Q8NDX9
121827	Q86TP1
121828	Q01449
121829	Q96JM2
121830	P15622
121831	Q99935
121832	Q7Z5H3
121833	Q9NRP0
121835	Q8NEZ4
116701	O75155
121837	Q9UF12
121838	Q8WZ79
121839	O95886
121841	Q9Y6D0
116705	Q76N89
121844	Q9NQL9
121846	Q9NPA3
116709	O75592
121849	Q9NP98
121850	O95868
121852	Q9UNH7
121853	Q96JB8
121855	Q8N6P7
121856	Q9HCN3
121857	Q9HBE4
121859	P57730
121860	Q9UJA9
121861	Q5T1R4
121864	Q9BYF1
121865	Q9H1K6
121866	Q9HB63
121869	Q8WXS5
121870	P62955
121871	Q9BXT2
121872	Q9BZL1
116710	A3KMH1
116711	Q8NBF6
121878	Q9H4Q4
121879	Q9H4Q3
121882	Q9H3N8
116713	Q5VV67
121884	Q9HB40
121885	Q9HC62
121887	Q9HAV0
121889	Q9GZX5
116714	Q8IUD2
121891	Q9HBX9
121892	Q9GZY1
121893	Q9HBX8
121894	Q53FP2
121895	Q8N556
121896	Q9HC44
121898	P98173
121901	Q5T686
121902	Q9UJT2
116716	Q9UPQ4
121904	Q9HAV5
121908	Q9GZN2
121909	Q8IXH8
121913	Q9BYV9
121914	Q9NYP7
121915	Q9GZV3
121916	Q9GZV7
121917	Q9H4B6
121919	P82673
116719	Q5T200
116720	Q9UNA1
121923	Q9GZT6
121924	Q7L8L6
121925	Q6ZN84
121926	Q8WWQ2
121927	Q9NRN7
121934	Q9GZU5
121935	Q8NDL9
116724	Q5JU85
121937	Q9BQ52
121938	Q9H161
121939	Q8N442
121940	P61009
116729	Q9UPU7
121943	Q9UIL1
121944	Q9H427
116730	Q6MZW2
121947	Q5JXC2
121948	Q9BSB4
121950	Q9HC23
121951	Q9BXP8
121952	Q96J87
116732	Q684P5
121954	Q8N6W0
121955	Q96AY3
116734	Q8N0X7
121958	Q9H8U3
116736	Q8IWT3
116740	Q9NYJ8
121960	A1A5C7
116742	O94823
121962	P08217
121963	Q9GZT4
121964	Q96GW7
121967	Q8TB40
121968	Q9NRX2
121969	Q96KN3
121970	Q9H8W3
116743	O75122
116744	O94983
121978	Q9H649
121980	Q9H596
121981	Q9NQG1
121982	Q96I76
116745	Q7Z3K3
121984	Q9BYT1
121986	Q8TDH9
116747	Q9Y4D7
121988	Q8NCW6
121989	Q8IZ13
121992	Q9UQP3
121993	Q96AQ7
121994	Q9H4Z2
116750	Q9Y4B4
121996	O43745
121997	Q9NQH7
121999	O60783
122000	Q9H5V9
122001	Q96AQ8
122002	Q5HYK9
122004	Q9NTX9
122005	Q9Y4H4
116751	Q9UPP1
122007	Q9UIM3
122010	Q8IXT2
122011	Q5HYR2
122012	Q96MA1
122013	Q96SC8
122014	Q5VZB9
122018	Q9HCN2
122019	Q9H1H9
122020	Q9H2A3
122021	Q96NK8
122023	Q9HAZ2
122024	P57071
122025	Q9GZV8
116752	O15054
122027	Q9BYT9
122036	Q9GZN4
122037	Q9BYC2
122038	Q96FX8
122039	Q9H306
122040	Q8IXF0
122042	Q9H251
122043	Q9GZP8
122045	Q9HAS3
122046	Q9H477
122047	P30039
122049	Q9H4D0
116753	Q9Y2J2
122051	P57768
122052	Q9H3Q3
122053	Q9HBU9
116754	Q8IY18
122055	Q9H4F8
122056	Q9H3U7
122057	Q9GZZ7
122058	Q9HCS5
116755	O15049
122060	Q96BH3
122061	Q9HBW1
122062	Q9H2S6
122064	Q9GZQ6
122065	Q96DX8
122066	Q9HC73
122067	Q9HAY2
122068	Q9HCQ7
122069	Q96BY2
122070	Q969X1
122071	Q9H7M9
122072	Q9C0K1
122073	Q6P1R4
122074	Q9HB90
122075	Q9H479
122076	Q9HBW9
116758	Q86XL3
122078	Q9GZM7
122079	Q9HAP6
122080	Q86Y38
122081	Q9H1B5
122082	Q9BYX4
122083	Q9H172
122084	Q9H1K0
122085	Q9HBH1
122086	Q9HAQ2
122087	Q9HAS0
122092	Q6P179
122093	Q8N987
122094	Q9H257
122095	Q9H4B0
122096	Q5VX52
122097	Q9H4A9
122099	Q9H4B8
122100	P56851
122101	Q9H1B7
122102	Q9HBV1
116764	O14526
116766	Q6IC98
122104	Q9H2C1
116770	Q14141
122108	Q9H3S1
116776	Q6WCQ1
116777	Q92621
116779	Q14156
122112	Q9H497
116781	Q9NTN3
122114	Q9BSE4
116784	Q15018
122119	Q9H2W1
122120	Q9H3V2
122122	Q96JY6
122124	Q9H222
122125	Q9H221
122126	Q8NDF8
116785	P53582
122128	Q9H0T7
116788	Q92599
122130	Q96LW9
116789	Q76N32
122134	Q9H6I2
122135	Q96L73
116792	Q14699
122139	Q9BYH8
116793	Q14689
116795	Q92615
116800	Q7L576
122144	Q6DKJ4
122146	Q9H2S9
122147	Q9H5V7
122148	Q9H2A9
122149	Q9NPA2
122150	Q9H772
122151	Q9HA38
116804	Q9NU22
122155	Q8N3R9
122156	Q96QV1
