BIOGRID_ID	IDENTIFIER_VALUE
113387	P62633
113388	P21506
113391	P17014
113393	P17017
113395	P17020
113396	P17021
113397	P17022
113398	P17023
113399	P17024
113400	P17025
113401	P17026
113402	P17027
109857	P60228
113404	P17031
113408	P17040
113409	P17041
113410	Q06730
113411	Q06732
113412	P13682
109863	P51617
113415	P17032
109864	P23229
113418	P51814
113419	P28698
113420	P17038
113440	Q9UC07
113441	Q9UC06
113444	Q16587
109869	Q14653
113446	Q96N20
113451	Q15937
113452	P51504
109873	Q92985
113454	Q9UK13
113455	Q03923
113459	Q03938
113467	A8MXY4
113473	Q9UK12
109876	Q96AZ6
109883	P13612
113479	Q13064
113486	P52740
113487	P52736
113488	P52741
113489	P52742
113492	P52744
113493	P52738
113495	P52746
109888	P38570
109889	P20701
113498	Q05516
113500	Q14258
113501	Q9UQR1
109895	P05107
113504	Q13106
113505	Q12901
113506	P51786
109897	P16144
113511	P49910
109907	Q08881
109908	P46977
113516	Q15697
113517	Q9Y473
113519	Q13360
113520	Q9ULX5
113521	Q9UJW8
113523	O15541
113524	Q99676
109913	Q14643
109915	Q14573
113526	Q16670
113528	O75820
113529	Q15776
113530	O15535
109916	P26440
109919	P23458
109920	O60674
113537	O95125
113539	O95201
113540	O43670
113543	O14771
113544	Q9UL59
113545	Q9UL58
113546	O76080
113547	O75362
113549	Q9UK11
113550	Q9NZL3
113551	Q9UK10
109931	P14923
109935	P27701
113553	Q86WZ6
113554	Q9UJU3
109938	Q15046
113556	Q9UIE0
113557	Q9UNY5
113558	Q9UL36
113560	Q9Y6M5
113561	Q9BRI3
113562	Q99726
113563	O14863
113564	Q05996
113565	P21754
109957	Q9UIX4
113568	P98168
109959	Q12809
109970	Q14500
113575	Q13029
113577	O14645
109976	O00180
109981	Q92952
109982	Q9H2S1
113582	Q8WZ55
113583	O75534
113584	O60447
113590	Q9NP85
113593	P78543
113596	Q92626
113598	Q8TCU4
110000	P33176
110001	O60282
113601	O00237
113603	Q71U36
113604	Q06710
113605	P27930
113606	Q13021
113607	P61073
113609	Q13467
113611	P13521
113614	P55201
113616	Q12894
113617	Q16644
113618	Q13214
110002	Q9BVG8
113621	P55145
113624	P51149
113626	Q14722
113636	Q92187
113645	P51649
110039	O15131
110040	Q92973
110041	O00410
110043	P01116
110064	P19012
110092	Q86UP2
110102	P24043
110106	P07942
110110	P11279
110112	Q13753
110124	P06239
110145	O95202
110166	P18858
113649	Q13838
113650	O95870
113652	Q92504
113653	Q92506
113659	O95918
110168	P49916
113666	O00453
113667	Q13093
113668	P19484
113679	O95278
110169	P49917
113688	O60675
113689	Q9NPG1
113691	Q99551
113692	P60896
113693	P48307
113695	Q9NRC1
113698	Q9UDV6
113705	O75311
113713	Q92570
110171	O14639
113718	Q9UBR4
110175	P48059
110180	O60427
113724	O60494
113725	Q16204
113726	Q13772
113727	P16260
113731	O43184
113735	Q02833
113736	P50461
113737	O00330
113742	P15407
110183	Q15334
113748	Q9GZV9
113750	Q13361
113751	P45974
113752	Q15773
113755	Q14714
110186	P02545
110191	P25791
113761	O95619
113763	P52926
113764	Q15699
113770	O14519
110192	O43900
113777	Q86U42
113779	Q92784
113780	Q15743
113783	P56279
113791	P39687
113793	Q92186
113796	Q12980
110193	Q8WWI1
110197	O00534
113810	P52198
113815	P38432
110215	Q07954
110218	O75096
113822	Q15849
113825	Q13477
113826	Q15428
113831	Q16600
113834	Q16674
113835	Q16740
113836	Q92782
113837	Q9NPJ1
113839	P43026
113841	Q9Y6Q9
110220	O75197
110225	P48449
113850	Q14129
113852	Q8N653
113857	O14994
110229	Q08477
113859	Q08623
113860	Q02040
110245	P07948
110252	Q14444
110253	Q14596
113867	Q93008
110261	Q15797
110262	Q15796
113871	Q14683
113881	P41227
113884	P23610
113885	P11441
113887	Q14656
113888	Q14657
113889	P09131
113890	P51854
110263	P84022
110265	Q99717
113893	P11678
113894	O14497
113895	Q16695
113896	O75923
113897	Q9Y215
113898	O75920
113899	P62805
113900	Q9Y4A5
110275	P43356
110276	P43357
110281	P43361
113903	O43908
113904	O75324
113906	Q99424
110287	O15479
113909	O15169
110298	O00754
110302	P27338
110303	P78559
110304	P46821
113916	O95936
113917	Q9UP38
113918	Q9ULV1
113920	O75084
113921	Q9H461
113922	O00144
113924	Q5VTD9
113925	P0C0S8
113926	P0C0S8
113927	Q99878
113928	P0C0S8
113930	Q93077
113931	P04908
113932	P0C0S8
113933	Q6FI13
113934	Q16777
113935	P62807
113936	Q99880
113937	Q99877
113938	Q99879
113939	P62807
113940	P62807
113941	Q93079
113942	P62807
113943	P62807
113944	P23527
113945	Q16778
113946	P68431
113947	P68431
113948	P68431
113949	P68431
113950	P68431
113951	P68431
113952	P68431
113953	P68431
113954	P68431
113955	P62805
113956	P62805
113957	P62805
113958	P62805
113959	P62805
113960	P62805
113961	P62805
113962	P62805
113963	P62805
113964	P62805
113965	Q99525
113966	P62805
113967	O43820
113972	P56597
113973	Q9P1Q5
113976	P58170
113977	P30953
113978	P47887
113980	P47890
113982	P47888
110305	P11137
113986	O60733
113987	O15496
113990	Q02978
113991	O95416
113992	Q14515
113994	P78539
113995	P37802
113996	O75385
113997	Q9UBK9
110306	P27816
114000	O75815
114002	O76027
114005	Q13515
114008	O75936
114012	Q15466
114013	Q5T230
114014	O95980
114015	O75908
114016	O95810
114019	Q92636
114020	O43639
114022	O43781
114023	Q92630
114024	O75319
114025	Q14184
114026	Q14183
110315	P42679
114034	O15353
114037	O60704
114038	O60507
114040	O14901
114042	O75486
114045	O60264
114046	O75344
114047	O94875
110322	Q9UIS9
114052	Q8IYL9
114053	Q9BW71
114056	O75326
114057	O75339
114058	O60755
114059	O14893
114062	O15539
114063	Q8IVH8
114064	P56730
114065	O15297
114067	Q8ND30
110324	Q9NR56
110325	P02686
110332	P43121
110336	P10911
110344	P33993
110355	P40925
110363	P48163
110365	Q16626
114075	Q92569
114076	P56589
114078	P78357
110369	Q02078
114080	Q9BPW8
114081	P52849
114082	O75900
114085	P07098
114087	O75578
110373	Q14814
110381	Q99683
114091	P13164
114093	Q9NP62
114094	O60861
110384	O00255
110391	P08581
114098	Q99489
114099	P78329
114100	O76096
114102	Q66K79
110409	O15320
114104	O43916
114106	Q14012
114107	O75363
114108	Q9UMQ3
110411	P16455
110413	P10620
114112	O14791
114113	P61968
114114	O00625
110420	P14209
114117	O75636
114119	O75473
110427	O15344
110431	Q99797
114123	O14503
114125	O60729
114126	Q9UNH5
114127	O15273
110434	P46013
110435	Q9UL63
110443	Q03164
114131	O43583
114133	O15229
110444	Q03111
110445	P51825
110447	P55196
110455	P08473
110474	P51948
110484	Q9HCE1
110491	P34949
110492	P40238
114145	Q8IYR6
114146	Q14162
114148	Q14210
114155	O95222
114160	O14788
114161	O76081
114162	P78316
114163	P78312
110573	P43246
114165	Q9UP65
114167	O75452
114168	O75840
114169	O14494
110577	O43347
110584	P26038
114171	O14495
114172	O76061
114173	O60763
114174	Q9ULU8
114175	O15130
110630	Q13496
110638	O00160
114181	Q9H3D4
114183	O14756
114184	Q86WV1
114189	O43805
114190	O60516
114192	Q16853
114193	Q9UN71
114194	Q96JQ0
114195	Q9Y6C5
114196	P42330
114197	O95279
114198	Q9H2X0
114199	O95342
114200	Q15788
114201	Q9UHA4
114203	O15524
114205	O76074
114206	P63167
110688	P10243
114209	Q9Y4H2
114210	Q14152
110704	P12882
110706	P11055
114213	O15371
114214	O00303
114215	O75821
114216	O15372
110710	P12883
114218	O75822
110712	P35579
110713	P35580
114223	O14662
114224	O75558
110726	O94832
114229	P0C869
114230	Q15121
114231	Q13242
114232	Q9UEW3
114234	O76015
114235	O76014
114236	O76013
114237	Q9Y4A0
114239	Q12891
114240	Q8N4A0
114241	O75907
114242	Q9UJX2
114243	O95977
114244	Q96DT5
114245	O60513
114247	O60909
114248	O96024
114249	O75752
114250	O43825
114251	Q9Y5Z6
114252	O75635
110730	Q9UM54
114256	O94818
114258	Q93038
114260	O60869
114261	Q9UBX1
114263	O60493
110732	Q6PIF6
110742	O14974
110743	O60237
114271	O43292
114272	Q9UKX3
114273	P52179
114275	P78560
114276	O00198
114277	O43557
114278	O75888
114279	O43508
114280	P50591
114281	P41273
114282	O75077
114283	Q9UKJ8
114284	O43506
114285	Q9Y3Q7
114287	Q13444
114292	Q9H2U9
114296	Q13310
114297	Q04900
114298	Q92956
114299	P62491
110748	E9PAV3
110748	Q13765
114301	O95407
114302	Q13158
110750	P54802
110751	P52272
110752	Q13075
114308	O15389
114312	Q9Y5U5
114313	O95460
114314	O94810
110754	P55209
114317	O00757
114318	O14772
114320	Q9Y6Q6
114321	Q9UBN6
114322	O14798
110759	P49321
114324	O95171
114325	O00220
114326	Q9NR20
114327	O96011
114328	O75192
110762	P53384
114330	P53597
110763	O60934
114332	O75629
114333	O15164
114335	O95256
114336	Q9HB29
114337	Q13478
114338	O43603
110765	O15394
114341	Q00532
110766	Q09161
110769	Q15080
110776	O95167
114344	O76093
114345	O94777
114346	O75446
114347	Q9UBX0
114349	O60258
114350	O43320
114351	O00748
114353	P46940
114355	O60462
110783	P20929
114358	Q96PV0
110785	O95299
110786	O14561
114361	P17152
114362	O14508
110793	P17568
110795	Q9Y6M9
110799	P28331
114365	O95389
114366	O76076
114367	O95388
114368	O15379
114369	O43490
114370	P49019
114371	Q8IVT5
114372	Q13686
114374	Q15714
114375	Q92831
114376	Q15078
114377	Q5JQC9
114378	O43150
114379	O94788
114380	O75469
114381	Q9Y6R7
114382	P22891
114383	P49842
114385	Q9ULZ1
114386	P56645
114387	O15055
110800	O75306
114389	Q9UNP4
114390	P46695
110806	O00217
110807	P19404
114392	O75794
110809	P56181
114394	O95498
114395	O95497
114396	Q9NYA1
110813	P62906
110830	Q92859
114404	Q9NVP1
110836	P21359
114406	O60318
110851	Q14494
114409	P49770
110857	P19838
110858	Q00653
110863	Q96HA7
110864	Q6P4R8
114417	P78396
114418	Q99829
110865	Q12986
110868	Q13952
110882	Q86X76
110896	Q13232
114423	P21128
110899	P30419
114425	Q9P0X4
114426	O95180
114427	O43497
110909	P29474
114440	Q9Y675
114441	Q9UPA5
114442	O75593
114443	Q99453
114445	Q9UBB5
114446	A6ZKI3
110912	O95628
110915	Q04721
114450	O94812
110924	Q14207
110925	O15118
114453	Q13319
114458	P68431
114459	P0C0S8
114460	P06899
114461	Q92522
114463	Q15825
114466	O00401
114467	O60568
110953	Q92823
114469	O95210
114470	Q12988
114471	O75762
114472	Q13228
114473	O15342
114474	O75594
114475	Q9UGP4
114476	Q9UNG2
114477	O60936
114478	O60229
114479	Q92772
114480	P54257
114481	Q96RI0
110954	O43847
110968	P78549
110975	Q16832
110978	Q02818
114485	O95258
114486	O95297
114488	O14543
114489	O95833
114490	O95992
114491	Q8IWQ3
114492	O76064
114494	Q9UHE5
114495	O75783
110979	P80303
114498	O14894
114499	Q9P0L9
114500	O00421
114502	O14804
110980	Q14980
114504	P61081
110981	Q99567
110985	O15381
114507	P50914
114508	O60496
114509	Q9NP31
114510	Q5T4W7
114511	O00170
114513	O43586
114514	Q8NFJ5
111004	Q16625
114516	Q9Y697
114518	Q9UM01
114519	Q92536
114520	Q13183
114521	O95340
111010	Q5BJF6
114525	O43581
114526	O95841
114527	P56749
114528	Q9UBL3
114529	P78369
114530	P56748
114531	P56747
114532	P57739
114533	O95832
114534	O95661
114536	O95484
114537	O14603
114538	A2RUG3
114538	O14609
114539	O14599
114540	O14598
114541	Q9Y6F8
114542	O14602
114543	O14604
111018	O15527
114545	Q9BRB3
114547	Q96EY1
114548	Q13432
114549	O60806
114551	P54578
111040	Q13415
111042	O43929
111043	O43913
114556	P31995
114557	Q15493
111044	Q96BI1
114560	Q9NYA4
114563	O95835
111070	Q15077
114566	Q16352
114567	O95678
114570	O15374
111087	Q15102
114572	O00151
111095	Q13153
114574	Q9UQE7
114575	O15547
114576	O43172
114578	Q14320
114579	O95831
114580	P56696
114581	O95067
114584	O43818
111099	O75914
114586	O43439
114587	O94817
114588	O14737
114589	O96002
114590	O43761
114592	O43759
114595	O76050
114596	Q9Y463
111105	O60260
114599	Q9Y345
114600	O43868
114601	O00337
111107	O95453
114603	O43427
114604	Q16549
114605	O75912
111125	P61457
114609	P63313
114611	Q9HBW0
114612	P54296
114613	Q01638
114615	O95264
111129	P05166
111137	Q16822
114621	O43684
114622	Q8NFH8
114624	O60721
114626	O96006
114631	O43448
111139	Q15154
114634	B0YJ81
114635	O15075
111141	P22061
111146	O95613
114638	O95789
114639	Q9UJ78
111152	Q92824
111154	Q00536
111155	Q00537
111156	Q07002
111157	P49585
111161	Q16342
111162	P54750
114644	O95972
114645	O95970
111164	O00408
111165	Q14432
111166	Q13370
114648	O60667
114649	O95461
114650	O95292
111167	P27815
114653	O95411
114654	Q14978
114655	Q96QZ7
114658	O95237
114659	Q9P1A6
114660	O14490
114661	Q15907
114663	O95997
111168	Q07343
114665	Q9ULG6
114666	Q969Z0
114667	Q8ND90
114668	Q13253
114669	O60682
114670	O75462
114671	O95395
114672	O14933
114673	O75603
114674	Q13585
114677	Q9Y6R0
111170	Q08499
111173	O43924
114680	O95153
114681	Q9Y4C4
111177	O60658
111182	P16234
111185	P09619
114686	O43739
114687	Q99418
111188	P11177
111196	O15530
114691	Q8WUZ0
114692	Q9BQE9
114694	O15213
114695	O15209
114700	O60883
114701	Q9UND3
114702	Q9P1P5
111201	P16284
111212	O43933
111213	Q13608
111218	O75381
111221	O15067
114705	Q9Y2T6
114707	Q9Y2T5
114708	O95136
111227	O43520
114710	Q16864
111230	Q16875
114721	Q01151
114722	Q14590
114723	Q9UHC3
114724	Q92953
114725	O60882
114727	Q16612
111231	Q16877
114729	P61201
111234	P08237
114733	Q15642
111235	Q01813
111237	P07737
114736	Q15649
111244	P18669
111247	P52209
114739	Q9Y5Q9
114740	Q9UBX8
114741	Q86VB7
114742	O43548
114743	O43286
111250	P53609
114745	Q15170
111257	O95394
114748	O95721
114749	Q15029
114751	O95803
114752	P62829
114753	O95813
114754	Q15599
114756	O94813
114757	Q14139
114758	P50458
114759	Q4U2R8
114760	O95965
111263	P21439
111264	P35232
114763	O95741
114764	Q14088
114765	P51157
114766	Q9UEF7
114769	O14745
114770	Q9HDB5
114770	Q9Y4C0
114771	Q15848
114772	O15066
114773	O95405
114775	Q9UMR5
114776	Q99805
114777	Q8TCC7
114778	P20674
111271	O43189
111278	Q16816
114780	Q9P2S2
114780	P58401
111282	O14832
114782	Q9HC10
114783	Q8WTW3
114788	Q9Y5X9
114789	Q9Y267
114790	Q9Y226
114791	O76071
114793	O60243
114794	O60551
114795	Q93033
114796	Q9UBI4
114798	O94761
114799	O75791
114800	O60613
111287	P35237
114802	O95218
114803	O60235
114804	Q9Y5Y5
114805	Q96DI7
114807	Q13503
114808	Q15884
111289	P50452
114810	O95864
114811	Q9BUQ8
114812	Q9P021
111295	P37287
114814	O96004
114816	O95631
114817	Q9Y257
114819	Q9Y6F7
114820	O95672
111305	O00750
114826	Q9Y4C5
114827	O95944
114828	O76036
114831	O95402
111306	O75747
111307	Q8NEB9
114833	O43513
114835	Q9Y287
114836	P78417
114837	O14862
111309	P42338
111311	O00329
114839	O95711
114840	Q9NZJ5
114841	O43736
114842	O95749
114843	Q9NSC5
114845	Q86YM7
114846	Q5TD97
114848	Q9UJF2
111317	Q13526
114850	P61296
114851	O43687
114851	Q9P0M2
114852	Q6UWB1
111323	Q00169
111328	Q13563
111330	P30613
114857	Q13023
114858	Q5TEJ8
114859	Q9H1Y0
114861	O96009
111332	P14618
114863	Q9NZU7
114864	Q9UQF2
114865	O95948
114866	O95847
114868	O43529
114869	Q9Y2B2
111338	P47712
111341	Q9UM63
114874	P24588
114875	P57082
111346	Q00722
111347	Q01970
114877	Q2Y0W8
114878	Q9UBF9
114880	Q9UNE2
114881	Q96GT9
114884	O60829
114885	O75173
114886	O15072
114887	O95450
114888	Q9UHI8
114889	O75439
114890	P51116
114891	Q99999
114892	Q9Y2K9
111348	Q15147
111349	P51178
114895	Q99988
114896	P62380
114898	O43324
111351	P19174
111353	Q13393
111354	O14939
114905	Q9UL15
114906	O95429
114907	O95817
111355	Q15149
114910	O75437
114911	O60234
111367	O00469
111372	P13797
114915	Q53FA7
114916	Q86X95
114917	O14511
114918	Q8IVU1
114919	O95716
114920	O96018
114921	O95715
114922	O75348
114923	P56134
114924	O75391
114925	O75394
111373	O15162
111375	Q9UIW2
114928	P56378
114931	Q8NHW4
111391	P54277
114933	O95479
111402	Q06265
111403	Q01780
111404	P54278
114938	O75899
111418	P09884
111420	P28340
114941	P20393
114942	Q9NR23
111421	P49005
114945	O75602
111423	P56282
114948	Q9UN79
111425	Q9Y253
114950	Q9UH17
114951	Q9Y227
111431	P61218
114953	Q96Q89
111433	P52434
114955	Q15013
114956	P30041
111435	P52435
111441	Q15165
114959	Q9BTL4
114961	O60759
114965	O00562
114966	P13667
114967	Q9Y4A8
111447	P14859
114969	Q9Y2B5
114970	Q16568
114971	O95755
111448	P09086
111465	Q15648
111467	Q06203
114974	Q9Y618
111488	O60437
114977	Q9UBF6
114978	O75570
111489	P35813
114981	Q9NYQ6
114982	Q9Y5K2
114983	O95988
114984	Q6ZMQ8
114985	O95843
111490	O75688
114987	P49758
111495	P36873
114992	Q9Y4I5
114994	Q9UQC9
114995	P05161
114996	Q9UHY8
114997	Q99689
114998	O15013
111502	Q15435
115001	Q15014
111506	Q96QC0
111510	P30153
111511	P30154
115007	Q5JS13
115008	Q15390
115010	Q6PGP7
115011	Q7LGA3
111514	Q9Y2T4
115013	O75159
111516	Q15257
111519	Q13362
111522	Q08209
115016	Q92618
115017	Q5VU43
111523	P60510
115019	Q92539
111525	P48454
115023	O94892
115024	O60841
115025	O94829
115026	Q2TBF2
115027	O75056
111529	O00743
115029	Q15053
111537	Q92733
111538	P42785
111541	P48147
111548	P49643
115033	Q14153
111550	P54646
111553	P17612
115037	Q15048
115039	Q14135
115041	Q8N1F7
111554	P22694
111558	P54619
111559	P10644
115047	Q92611
115049	Q15035
115050	Q14671
115051	Q9UQ26
111562	P13861
115053	O75170
111564	P17252
111566	Q05655
115057	O60284
115058	Q8IYT8
115059	Q9Y5G5
115060	Q15011
115061	O15063
115062	Q92622
115064	Q86XD5
115065	O60306
115066	O43304
115067	O60344
115068	Q86TH1
111569	P24723
115070	O60269
115071	O75052
115072	O15041
115073	Q5TAP6
111571	Q16512
115075	O15015
115076	O75154
115077	Q93073
115078	Q6ZU52
111572	Q16513
115080	O60308
111573	Q15139
111574	Q04759
115083	Q9UKV0
115085	Q70CQ2
115088	O15047
115089	Q15012
115091	A7KAX9
115092	Q15027
115093	O15090
115094	Q9BQT9
111576	Q05513
115097	O75167
115099	O15079
115100	Q9Y5H5
115102	Q92502
115103	A7MCY6
111587	P45984
115105	Q14CM0
115106	P56524
115107	O94900
115109	O60299
115110	O60268
115112	Q92537
115113	Q92613
115114	Q15004
115116	Q92565
111588	P53779
115120	O75143
111590	Q02750
115122	Q92628
111591	P36507
115124	Q92508
115125	P50876
115126	P43243
115127	Q9UJD0
111592	P46734
111594	P52564
111596	P19525
111597	Q13217
115132	O43312
115133	Q15005
115135	P48651
115136	Q14140
115137	Q14008
115138	Q92585
115139	Q92561
115140	Q93075
115141	P53990
115142	P49406
115143	Q15038
115144	Q15388
115145	Q12765
115146	Q92563
115147	Q92551
115150	O43310
115151	Q14154
115152	O75071
111619	O60256
111624	Q99538
111626	P07477
111627	P07478
111628	P35030
111642	P49768
111643	P49810
115158	O75157
111658	P25789
115161	Q7L311
115162	Q6P4F7
111673	P62191
115164	O15085
115165	Q92546
115166	Q96PE2
115167	O75061
111675	P17980
111679	P62333
115169	O75123
115170	Q96AA8
111680	Q99460
111683	P55036
115173	O60294
111690	O00232
111691	Q9UNM6
111695	P78330
115177	O43167
115178	Q9Y4G2
115179	Q9BQS7
111724	P06454
111730	P20962
111737	P17706
111742	P29350
111743	P35236
115186	Q7L775
115188	O14523
111745	Q06124
111748	Q15678
115190	Q5VV43
115192	Q5T8A7
115194	O94898
111753	P23468
115197	Q86UL8
115198	Q7L0X0
115199	O15016
115201	O94826
115203	O15033
111756	P10586
115207	O60287
115209	O94842
111757	P23470
115211	O15060
111759	Q12913
115215	A6NMS7
111766	Q13332
111780	Q15269
111783	P28288
115219	O75132
115220	Q7Z2D5
115221	O60285
115222	O60641
115224	O15040
111784	O14678
115228	Q7L1I2
115230	O43295
115234	O43147
115235	P0CK97
111788	P50542
111789	P32322
115238	O75064
115239	Q5R372
115239	B7ZAP0
115240	O75069
111790	P54886
115242	O94864
115244	Q9HBZ2
115245	O75063
115246	Q15021
111797	P47897
111801	O15211
115250	Q6DN90
115251	Q9NUA8
115252	Q504Q3
115253	O15062
111803	P20337
115255	O95140
115257	Q15040
115259	Q15397
115260	Q15391
115261	Q9Y5Q3
115262	Q8IX05
115263	Q6PJP8
111810	P51153
115265	Q9Y5S9
115266	Q9Y238
111811	P51159
111816	P51148
111819	P60763
111825	Q06609
115271	O95825
115274	Q9Y4X0
115275	Q8TBA6
115276	Q9Y661
115278	Q9Y662
115280	Q9Y663
115281	Q9Y278
111832	P15918
111835	P11234
115286	Q14764
111837	P62826
115288	Q9UHI7
115290	O95750
115291	O95150
111838	P43487
115293	Q93074
115294	Q9UHV7
115295	Q14994
115296	Q96RI1
115298	O14618
115299	Q14995
115300	Q92478
115301	P62877
111839	P49792
115304	Q14512
115306	O95072
115307	Q9Y256
115308	O14979
115309	Q9Y222
111840	P46060
111841	P62834
111849	P10276
115313	Q9Y6J6
115314	P98153
115315	Q9UKL3
115317	O43819
111857	Q15283
111860	P06400
115319	O75586
115320	Q9Y5X4
115321	Q9Y3Q0
115322	Q9UQQ1
115323	O14734
111864	Q15291
111869	Q08999
115326	Q9Y6H6
115327	Q86T24
111872	P29558
111884	P02753
115329	Q9HD15
111902	Q04206
115331	Q9UQL6
111908	Q92900
115333	O75340
111909	Q92785
115335	O43521
115336	Q9UQQ2
111910	Q13127
115338	Q9Y3Q4
115339	Q9Y5Q6
115340	Q92837
111912	O60673
115343	Q92643
115351	Q9Y6F1
111914	P35250
115353	Q9UGU5
115355	Q8N5H7
111915	P40938
115357	Q13495
115358	O60676
111917	P40937
111925	P48382
115361	Q9Y2C5
111933	O43665
115363	P36383
115364	Q9Y6Q5
111934	O14924
111941	Q15382
111950	Q13129
111972	Q99496
115369	Q9NP58
111976	Q9Y252
115371	O60706
111977	P13489
115373	Q13133
115374	Q14061
111978	Q9H4A4
115379	O95998
115380	P57060
115382	Q9UKN1
115383	Q9NY33
115384	O95149
112018	Q9Y6N7
112020	Q13464
112030	Q92834
115387	Q96QS1
112040	Q96AT9
112043	Q92901
115390	Q8N8D1
115391	Q9Y625
115392	Q9Y6N9
112048	Q02878
112052	P62917
115394	O43854
115395	C9JL84
112054	P27635
112063	P84098
115397	Q9Y2U2
112073	P61254
115399	O15511
115400	P59998
115401	O15145
115402	O15143
115403	P61158
115404	P61160
115405	P62079
115407	O60636
115408	Q9Y5Y2
115409	P43897
115410	O60635
115411	P30405
115412	O14595
115413	Q9UDY6
115416	Q9HBY8
115417	Q92878
115418	O95235
112106	P22090
115422	Q9NRM1
115425	P61163
115427	P56559
115428	P40617
115429	O95267
115430	O96015
115431	O14978
112109	Q15418
115433	Q5TBA9
112110	Q15349
115436	Q96CV9
115437	P51572
115438	P43490
115439	P09093
115440	Q9NTZ6
115442	Q13795
115443	P50616
115444	Q99440
112111	P51812
115446	O75596
112112	P23443
112117	P46781
115450	Q14213
112122	P62263
112123	P62841
112131	P62249
112137	P39019
112154	P23921
112156	Q9BST9
115455	Q03701
115456	O60486
115457	Q13263
112163	P30622
115460	Q13113
115461	O75787
115463	P43657
115464	Q6P1A2
115465	Q9Y6W5
115466	Q8NCG5
112169	P28702
115468	Q9Y619
112173	P21817
115471	P84101
115472	Q9BPW9
115473	Q9Y2P8
115475	O60504
115476	O95406
115477	Q9UKZ4
115478	Q9Y580
112185	P06703
112192	Q99584
115482	Q6ZUX7
115483	Q9Y693
112200	Q8N1B4
115486	Q86V81
115489	Q6ZSZ6
112208	P49591
112210	P21673
112212	O95248
112218	Q99700
115494	O00566
115496	O75414
115498	Q16602
112228	P35498
115500	O60487
115501	O60858
112231	Q99250
115503	Q5W0Q7
115504	P41567
115505	Q9NS56
112233	Q9NY46
115508	O00487
115509	Q99909
115510	Q13516
115511	Q92954
115512	O15194
115513	O43827
115514	Q96E93
115515	O95390
115516	Q96RU8
115517	Q99795
115518	Q9Y2A4
115519	P40200
115520	O60664
115521	Q14728
115523	Q99807
115525	Q14206
115526	Q13421
115527	Q53EV4
115528	Q8N6Y2
112238	Q9UQD0
112239	Q15858
115532	P61962
115533	P59780
115534	Q92665
115535	Q13137
115536	Q9Y691
112246	P22307
112285	P34741
115539	O60830
115540	O00624
115541	P52758
115542	O75817
115543	Q6IB77
112287	O00560
115545	O43610
115546	O43609
115547	O43597
115548	O75886
115550	Q969H4
112290	P31040
115553	O95976
115554	Q15427
115555	O75956
115556	P78411
115557	O60895
115558	O60894
115559	O60896
115560	O75844
115562	O95633
115563	Q9UNE7
112296	P55735
112298	Q8WVN6
115565	Q7Z628
112299	P0DI81
115567	O43281
115568	Q9NQE7
115569	Q99720
115570	P56555
112299	P0DI82
112305	Q13275
115574	O75940
115575	O75934
112315	P45985
115578	O60739
115579	Q15772
115580	Q15459
115582	O60884
115585	O95996
112327	Q08170
112328	Q13243
115590	O75971
115593	O95704
115594	Q14586
115595	P22674
112332	P62995
112344	O00141
115598	O95197
115599	O43813
115600	Q9HB89
115601	Q9Y2C3
112346	P51688
112352	Q99961
112353	Q99962
115605	P54108
112354	Q99963
115607	O60662
112361	P29353
112364	P57775
112366	P34896
115612	Q9Y2B1
115613	Q9Y2B0
115614	Q9Y2A9
115615	Q9H2X3
115616	Q9Y2C9
115617	Q9Y6F6
115618	Q3KNV8
115625	Q9NTG1
115626	Q9Y258
115627	Q13061
115628	Q8IYM9
112368	P34897
115630	Q8WWZ4
115631	Q8IUA7
115632	O94911
112372	Q8IUQ4
115640	O75607
115641	Q86SE8
112374	P15907
115645	Q9Y5W3
115647	O60359
115648	Q9Y698
115649	Q99967
115650	Q14563
115651	P68363
115652	Q00978
112377	Q11206
115654	Q13509
115655	P04350
115656	P68371
115657	O00478
112388	P12755
115660	Q9BX26
115662	Q9Y6K0
115663	Q9UQ03
115664	Q9Y239
112393	Q13309
115666	Q9Y2Y8
112395	Q13291
112398	P43003
115670	P24844
115671	P63244
115672	Q9UBM1
115673	Q9Y6X2
115674	Q9Y274
115675	O14777
115676	Q9Y646
115677	Q14508
115678	Q6PDA7
115678	Q08648
115680	P80723
115681	Q01628
115682	O95398
115684	P46937
115686	Q9BUD6
115687	Q9HCB6
112399	P48751
115689	Q96S53
115690	O95400
115691	Q9BSL1
115692	O14735
112416	P53814
112424	P31641
115698	Q9BVK8
115700	Q96PK6
115702	O14613
112427	P48067
115704	P13284
115705	Q13901
115706	Q99784
115707	Q99595
112432	P30825
112433	P52569
115711	O75325
115713	P42765
112438	P19634
112447	P55011
115716	O96008
115717	Q15750
115719	O00165
112458	P54219
112461	P41440
115725	Q8IUN9
115726	Q6PML9
112463	Q08357
112471	O76082
115729	Q9UP83
115731	P19883
115732	O43615
115734	O15212
115735	Q99592
115737	O75528
112478	P28370
115739	O75947
115741	O43808
112480	Q14527
115744	Q92826
115745	Q9UBU9
115748	Q13536
112481	P51532
115751	O43889
115753	Q9UEU0
115754	O75718
112482	Q12824
112483	Q92922
115756	Q99536
112485	Q8TAQ2
115758	Q16206
112486	Q96GM5
112487	Q92925
115762	Q9H3T2
115763	Q9H3T3
115764	O95754
115766	Q92854
112488	Q6STE5
115768	Q99985
112490	Q16637
115771	Q9UBX5
115772	Q5XX13
